Identifiant station;Code postal;Adresse;Opérateurs;Motorisation;Etat fonctionnel;URL Opérateur;Complément adresse;Nombre de places réservées;geo_shape;geo_point_2d
18-T134;75020;9 RUE HAXO;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.4051600002879416, 48.8696760002479], ""type"": ""Point""}";48.8696760002479,2.4051600002879416
E-029;75009;26 AVENUE TRUDAINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3410979996257097, 48.881025000215956], ""type"": ""Point""}";48.881025000215956,2.3410979996257097
E-057;75012;15 AVENUE DU GENERAL LAPERRINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.4076395000045268, 48.834621000006244], ""type"": ""Point""}";48.834621000006244,2.4076395000045268
E-085;75015;161 AVENUE DE SUFFREN;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3095529999284348, 48.84597900030509], ""type"": ""Point""}";48.84597900030509,2.3095529999284348
E-090;75016;24 AVENUE D IENA;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.2945950000815336, 48.86539199991618], ""type"": ""Point""}";48.86539199991618,2.2945950000815336
E-093;75016;2 AVENUE MOZART;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.2738139998250264, 48.85792199983744], ""type"": ""Point""}";48.85792199983744,2.2738139998250264
E-097;75016;32 BOULEVARD EXELMANS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.264489999762492, 48.841326000257965], ""type"": ""Point""}";48.841326000257965,2.264489999762492
U-026;75012;116 RUE DE REUILLY;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.394571500605843, 48.84026400041291], ""type"": ""Point""}";48.84026400041291,2.394571500605843
15-T036;75010;3 AVENUE CLAUDE VELLEFAUX;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3701590003404496, 48.87433799955462], ""type"": ""Point""}";48.87433799955462,2.3701590003404496
15-T038;75011;1 RUE ALEXANDRE DUMAS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3889464998737764, 48.852881999560076], ""type"": ""Point""}";48.852881999560076,2.3889464998737764
15-T054;75006;2 RUE DE FLEURUS;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.33216099965221, 48.847104000283956], ""type"": ""Point""}";48.847104000283956,2.33216099965221
15-T088;75018;69 RUE RAMEY;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.34489150058821, 48.8912940000654], ""type"": ""Point""}";48.8912940000654,2.34489150058821
15-T096;75019;12 AVENUE DE FLANDRE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3700959999692186, 48.884912999567824], ""type"": ""Point""}";48.884912999567824,2.3700959999692186
18-T019;75010;21 RUE CHATEAU D EAU;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.359979999641894, 48.87018000042679], ""type"": ""Point""}";48.87018000042679,2.359979999641894
18-T017;75009;7 PLACE D ESTIENNE D ORVES;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3309909994516396, 48.876965999800916], ""type"": ""Point""}";48.876965999800916,2.3309909994516396
18-T054;75014;144 RUE RAYMOND LOSSERAND;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.312972999413203, 48.83136299971684], ""type"": ""Point""}";48.83136299971684,2.312972999413203
18-T062;75015;1 RUE HOUDART DE LAMOTTE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2877684993916954, 48.84080400012629], ""type"": ""Point""}";48.84080400012629,2.2877684993916954
18-T088;75016;31 BIS RUE MOLITOR;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2626674993294937, 48.845114999736495], ""type"": ""Point""}";48.845114999736495,2.2626674993294937
18-T099;75017;62 AVENUE DE LA GRANDE ARMEE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2863150003532993, 48.87691200002142], ""type"": ""Point""}";48.87691200002142,2.2863150003532993
18-T053;75014;60 RUE PERNETY;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3166629998831705, 48.834954000038394], ""type"": ""Point""}";48.834954000038394,2.3166629998831705
18-T114;75018;7 RUE TOURLAQUE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.333074500436109, 48.88762200019221], ""type"": ""Point""}";48.88762200019221,2.333074500436109
18-T122;75019;17 BIS AVENUE JEAN JAURES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.372489999875941, 48.883536000000355], ""type"": ""Point""}";48.883536000000355,2.372489999875941
18-T129;75019;18 RUE DE BOTZARIS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3812694997082082, 48.87702900037999], ""type"": ""Point""}";48.87702900037999,2.3812694997082082
E-007;75004;24 RUE DU PONT LOUIS PHILLIPPE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3563620002149244, 48.855698999615264], ""type"": ""Point""}";48.855698999615264,2.3563620002149244
E-039;75011;1 AVENUE PHILIPPE AUGUSTE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3949990003638937, 48.84947999972787], ""type"": ""Point""}";48.84947999972787,2.3949990003638937
E-042;75011;36 AVENUE DE LA REPUBLIQUE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3720580004433547, 48.86558999960183], ""type"": ""Point""}";48.86558999960183,2.3720580004433547
E-048;75012;88 AVENUE LEDRU ROLLIN;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.375428500438242, 48.850469999842005], ""type"": ""Point""}";48.850469999842005,2.375428500438242
E-099;75016;10 RUE DU RANELAGH;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.2793804996302853, 48.85328700012342], ""type"": ""Point""}";48.85328700012342,2.2793804996302853
E-121;75018;111 RUE DUHESME;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3455439999581196, 48.89547899981325], ""type"": ""Point""}";48.89547899981325,2.3455439999581196
E-119;75018;19 RUE POLONCEAU;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3531805004235804, 48.88558800007056], ""type"": ""Point""}";48.88558800007056,2.3531805004235804
U-044;75018;65 RUE ORDENER;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3505524998628995, 48.89127599988397], ""type"": ""Point""}";48.89127599988397,2.3505524998628995
15-T025;75008;14 AVENUE DE MESSINE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3140665004296563, 48.876065999713], ""type"": ""Point""}";48.876065999713,2.3140665004296563
15-T026;75008;40 RUE FRANCOIS 1ER;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3044184999951898, 48.86834400000702], ""type"": ""Point""}";48.86834400000702,2.3044184999951898
15-T066;75014;21 RUE DU DEPART;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3233679997548546, 48.8422170003687], ""type"": ""Point""}";48.8422170003687,2.3233679997548546
15-T076;75015;2 RUE DE CHERBOURG;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.304522000009308, 48.83175899971609], ""type"": ""Point""}";48.83175899971609,2.304522000009308
15-T082;75017;6 AVENUE DES TERNES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.29656600062455, 48.878288999777], ""type"": ""Point""}";48.878288999777,2.29656600062455
18-T028;75011;151 RUE SAINT MAUR;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.375018999849271, 48.86818199984137], ""type"": ""Point""}";48.86818199984137,2.375018999849271
18-T032;75012;45 TER BOULEVARD DE DIDEROT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.379964499657698, 48.84672600041054], ""type"": ""Point""}";48.84672600041054,2.379964499657698
18-T059;75015;26 RUE DE CRONSTADT;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3015474994109546, 48.83400000003938], ""type"": ""Point""}";48.83400000003938,2.3015474994109546
18-T060;75015;58 AVENUE EMILE ZOLA;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2838625005153834, 48.846339000135956], ""type"": ""Point""}";48.846339000135956,2.2838625005153834
18-T073;75015;9 RUE GAGER GABILLOT;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3063264998710804, 48.8374920001122], ""type"": ""Point""}";48.8374920001122,2.3063264998710804
18-T098;75017;19 RUE DES RENAUDES;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2989239997728026, 48.87992699973391], ""type"": ""Point""}";48.87992699973391,2.2989239997728026
18-T103;75017;2 RUE LEON CONSARD;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.312932499574673, 48.883599000256076], ""type"": ""Point""}";48.883599000256076,2.312932499574673
18-T106;75017;193 RUE LEGENDRE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3268825002137823, 48.892707000312285], ""type"": ""Point""}";48.892707000312285,2.3268825002137823
18-T120;75002;39 RUE VIVIENNE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.34085500007425, 48.87049499963298], ""type"": ""Point""}";48.87049499963298,2.34085500007425
E-021;75007;9 BOULEVARD RASPAIL;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3260365000040077, 48.85504199987978], ""type"": ""Point""}";48.85504199987978,2.3260365000040077
E-023;75008;91 RUE DU FAUBOURG SAINT HONORE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.313036000125023, 48.87197999986677], ""type"": ""Point""}";48.87197999986677,2.313036000125023
E-047;75011;62 AVENUE PARMENTIER;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.376549000136347, 48.862790999725846], ""type"": ""Point""}";48.862790999725846,2.376549000136347
E-070;75014;46 RUE PERNETY;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3178329999795273, 48.834252000283854], ""type"": ""Point""}";48.834252000283854,2.3178329999795273
E-058;75012;2 AVENUE DE LA PORTE DE CHARENTON;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3979465003740135, 48.83145299985992], ""type"": ""Point""}";48.83145299985992,2.3979465003740135
E-079;75015;6 AVENUE EMILE ZOLA;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.278466999339401, 48.84606900004766], ""type"": ""Point""}";48.84606900004766,2.278466999339401
E-130;75019;69 RUE MANIN;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3813730002249316, 48.88212300032316], ""type"": ""Point""}";48.88212300032316,2.3813730002249316
E-134;75019;9 RUE DES 7 ARPENTS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.398787999837773, 48.88960200040353], ""type"": ""Point""}";48.88960200040353,2.398787999837773
E-136;75019;2 AVENUE RENE FONCK;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.4094664999050543, 48.87836099983054], ""type"": ""Point""}";48.87836099983054,2.4094664999050543
E-144;75020;3 RUE JEAN VEBER;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.409853500587584, 48.8625839999346], ""type"": ""Point""}";48.8625839999346,2.409853500587584
U-016;75008;61 BOULEVARD HAUSSMANN;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3257034996896526, 48.873807000013926], ""type"": ""Point""}";48.873807000013926,2.3257034996896526
15-T024;75008;71 RUE DE COURCELLES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.30435549947268, 48.87836999972981], ""type"": ""Point""}";48.87836999972981,2.30435549947268
15-T047;75011;151 AVENUE LEDRU ROLLIN;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3781329996363145, 48.85504199976783], ""type"": ""Point""}";48.85504199976783,2.3781329996363145
15-T051;75012;28 BOULEVARD DIDEROT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3754014996055437, 48.84589799964469], ""type"": ""Point""}";48.84589799964469,2.3754014996055437
15-T062;75014;97 BOULEVARD ARAGO;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.334154499643223, 48.83429699985689], ""type"": ""Point""}";48.83429699985689,2.334154499643223
15-T084;75017;115 RUE LEGENDRE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.322359999959135, 48.88898100031615], ""type"": ""Point""}";48.88898100031615,2.322359999959135
18-T014;75008;5 RUE DE CONSTANTINOPLE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3212124997873107, 48.87962999955123], ""type"": ""Point""}";48.87962999955123,2.3212124997873107
18-T035;75012;7 BIS BOULEVARD DE PICPUS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.400318000228478, 48.84059700001516], ""type"": ""Point""}";48.84059700001516,2.400318000228478
18-T039;75013;36 RUE BRILLAT SAVARIN;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.346043499935565, 48.822380999897135], ""type"": ""Point""}";48.822380999897135,2.346043499935565
18-T038;75013;8 RUE DU DOCTEUR BOURNEVILLE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3588324999603296, 48.81839400012579], ""type"": ""Point""}";48.81839400012579,2.3588324999603296
18-T036;75012;120 AVENUE DU GENERAL MICHEL BIZOT;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.404777499527325, 48.8402910001472], ""type"": ""Point""}";48.8402910001472,2.404777499527325
18-T047;75013;17 RUE EDOUARD MANET;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.35709999975049, 48.832991999927444], ""type"": ""Point""}";48.832991999927444,2.35709999975049
18-T072;75015;35 RUE DU DOCTEUR FINLAY;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2906530000415692, 48.8515139996229], ""type"": ""Point""}";48.8515139996229,2.2906530000415692
18-T095;75017;88 BOULEVARD DES BATIGNOLLES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3177879994258346, 48.88177199980007], ""type"": ""Point""}";48.88177199980007,2.3177879994258346
18-T100;75017;181 BIS AVENUE DE CLICHY;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.31561449932502, 48.893076000186], ""type"": ""Point""}";48.893076000186,2.31561449932502
18-T050;75013;6 RUE DU CHATEAU DES RENTIERS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3714280003972785, 48.822759000049594], ""type"": ""Point""}";48.822759000049594,2.3714280003972785
18-T135;75006;2 RUE BERITE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.324119499723481, 48.847626000173015], ""type"": ""Point""}";48.847626000173015,2.324119499723481
E-017;75006;3 RUE DE VAUGIRARD;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3407155002069193, 48.84883200012686], ""type"": ""Point""}";48.84883200012686,2.3407155002069193
E-077;75014;6 RUE DE L OUEST;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3219370000768778, 48.83741100000303], ""type"": ""Point""}";48.83741100000303,2.3219370000768778
E-086;75015;44 AVENUE DE SUFFREN;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.2963545003447665, 48.85389900015659], ""type"": ""Point""}";48.85389900015659,2.2963545003447665
E-092;75016;12 RUE CHERNOVIZ;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.281571999972061, 48.85766099958204], ""type"": ""Point""}";48.85766099958204,2.281571999972061
E-094;75016;77 RUE JEAN DE LA FONTAINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.266105499397914, 48.84875100002449], ""type"": ""Point""}";48.84875100002449,2.266105499397914
E-111;75017;7 RUE RAYMOND PITET;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.2963589994565696, 48.89000699988295], ""type"": ""Point""}";48.89000699988295,2.2963589994565696
E-150;75020;92 RUE DES ORTEAUX;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.4079005001652245, 48.85573499969486], ""type"": ""Point""}";48.85573499969486,2.4079005001652245
E-147;75020;6 RUE CHARLES ET ROBERT;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.4119370002025917, 48.85291799990873], ""type"": ""Point""}";48.85291799990873,2.4119370002025917
U-006;75003;17 BOULEVARD SAINT MARTIN;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3600835005656857, 48.86812800036453], ""type"": ""Point""}";48.86812800036453,2.3600835005656857
U-013;75008;11 RUE D’ARTOIS;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3077800006407836, 48.87284399987197], ""type"": ""Point""}";48.87284399987197,2.3077800006407836
U-051;75020;1 AVENUE GAMBETTA;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.388739500512615, 48.86330400017734], ""type"": ""Point""}";48.86330400017734,2.388739500512615
15-T052;75012;11 RUE DE POMMARD;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3846535000228988, 48.83566499974632], ""type"": ""Point""}";48.83566499974632,2.3846535000228988
15-T085;75017;22 PLACE CHARLES FILLION;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3161319996422494, 48.888450000243594], ""type"": ""Point""}";48.888450000243594,2.3161319996422494
18-T058;75005;33 RUE DAUBENTON;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3513850004646852, 48.84037200024416], ""type"": ""Point""}";48.84037200024416,2.3513850004646852
18-T056;75014;17 RUE D ALESIA;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3342445005525305, 48.827457000095194], ""type"": ""Point""}";48.827457000095194,2.3342445005525305
18-T089;75016;137 AVENUE MOZART;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2666454999231758, 48.84939899998201], ""type"": ""Point""}";48.84939899998201,2.2666454999231758
18-T113;75018;183 RUE CHAMPIONNET;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.333511000018471, 48.89432700044054], ""type"": ""Point""}";48.89432700044054,2.333511000018471
18-T125;75019;147 RUE MANIN;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.392744500012472, 48.88522799976186], ""type"": ""Point""}";48.88522799976186,2.392744500012472
E-034;75010;11 RUE DE LA GRANGE AUX BELLES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.364975000280324, 48.873833999927086], ""type"": ""Point""}";48.873833999927086,2.364975000280324
E-035;75010;26 RUE SAINT VINCENT DE PAUL;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.352766499355079, 48.88168199996482], ""type"": ""Point""}";48.88168199996482,2.352766499355079
E-062;75013;26 RUE DU BERBIER DU METS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3500350001245636, 48.835710000325804], ""type"": ""Point""}";48.835710000325804,2.3500350001245636
E-064;75013;4 AVENUE DE LA SOEUR ROSALIE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3541480001637893, 48.831975000408704], ""type"": ""Point""}";48.831975000408704,2.3541480001637893
E-065;75013;48 RUE EUGENE OUDINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3726070004963957, 48.82515299959025], ""type"": ""Point""}";48.82515299959025,2.3726070004963957
E-104;75017;5 AVENUE MAC MAHON;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.294478000150658, 48.87553499988218], ""type"": ""Point""}";48.87553499988218,2.294478000150658
E-123;75018;35 RUE BOUCRY;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.35998000057622, 48.894894000422774], ""type"": ""Point""}";48.894894000422774,2.35998000057622
E-125;75019;8 RUE GASTON TESSIER;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.373588000275895, 48.89573100039279], ""type"": ""Point""}";48.89573100039279,2.373588000275895
U-002;75001;7 RUE DU COLONEL DRIANT;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3406209997675655, 48.86324100025681], ""type"": ""Point""}";48.86324100025681,2.3406209997675655
