Identifiant station;Code postal;Adresse;Opérateurs;Motorisation;Etat fonctionnel;URL Opérateur;Complément adresse;Nombre de places réservées;geo_shape;geo_point_2d
V-003;75002;6 RUE DE PALESTRO;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;2;"{""coordinates"": [2.3513534997492043, 48.864923999647914], ""type"": ""Point""}";48.864923999647914,2.3513534997492043
15-T048;75012;11 AVENUE DU GENERAL LAPERRINE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.4074505002553686, 48.834413999756144], ""type"": ""Point""}";48.834413999756144,2.4074505002553686
15-T108;75020;238 RUE DES PYRENEES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3964525005885315, 48.867705000448986], ""type"": ""Point""}";48.867705000448986,2.3964525005885315
18-T018;75001;11 RUE DES PYRAMIDES;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.332831499778696, 48.864968999774455], ""type"": ""Point""}";48.864968999774455,2.332831499778696
18-T024;75011;1 RUE CAMILLE DESMOULINS;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3803334997112278, 48.85865099981141], ""type"": ""Point""}";48.85865099981141,2.3803334997112278
18-T027;75011;57 RUE SAINT SEBASTIEN;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.373263999468111, 48.862331999975005], ""type"": ""Point""}";48.862331999975005,2.373263999468111
18-T023;75004;5 RUE NEUVE SAINT PIERRE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3636789998088323, 48.85359299971356], ""type"": ""Point""}";48.85359299971356,2.3636789998088323
18-T080;75016;87 AVENUE KLEBER;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2884075004262447, 48.86423999977428], ""type"": ""Point""}";48.86423999977428,2.2884075004262447
18-T119;75006;4 RUE DANTON;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3423040005151194, 48.85279200035271], ""type"": ""Point""}";48.85279200035271,2.3423040005151194
18-T140;75005;5 RUE DANTE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.346758999418299, 48.851199000022305], ""type"": ""Point""}";48.851199000022305,2.346758999418299
E-024;75008;161 RUE DU FAUBOURG SAINT HONORE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3061599997508524, 48.874545000363035], ""type"": ""Point""}";48.874545000363035,2.3061599997508524
E-032;75010;203 RUE DU FAUBOURG SAINT MARTIN;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3636655005142018, 48.88005300000105], ""type"": ""Point""}";48.88005300000105,2.3636655005142018
E-107;75017;14 RUE JOUFFROY D ABBANS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.312203499800265, 48.88691100036924], ""type"": ""Point""}";48.88691100036924,2.312203499800265
U-046;75019;77 QUAI DE SEINE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3779574995723594, 48.88851299969958], ""type"": ""Point""}";48.88851299969958,2.3779574995723594
15-T014;75005;4 RUE VALETTE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.346700500185414, 48.84752700041314], ""type"": ""Point""}";48.84752700041314,2.346700500185414
15-T083;75017;28 AVENUE DE VILLIERS;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2848299993736116, 48.885552000412716], ""type"": ""Point""}";48.885552000412716,2.2848299993736116
18-T030;75012;3 RUE DE REUILLY;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3852070006683483, 48.84957900036591], ""type"": ""Point""}";48.84957900036591,2.3852070006683483
18-T044;75013;4 RUE TAGE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.357784000458602, 48.822228000266094], ""type"": ""Point""}";48.822228000266094,2.357784000458602
18-T070;75015;155 RUE DE LA CONVENTION;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.292844499752587, 48.838977000145334], ""type"": ""Point""}";48.838977000145334,2.292844499752587
18-T078;75016;16 PLACE DES ETATS UNIS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2927184998769103, 48.868433999675226], ""type"": ""Point""}";48.868433999675226,2.2927184998769103
18-T102;75017;122 BOULEVARD PEREIRE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.296242000036509, 48.88469700039674], ""type"": ""Point""}";48.88469700039674,2.296242000036509
18-T111;75018;59 RUE LETORT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3438564993608892, 48.896928000061564], ""type"": ""Point""}";48.896928000061564,2.3438564993608892
18-T136;75020;168 RUE DE BAGNOLET;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.407706999578352, 48.86355599965868], ""type"": ""Point""}";48.86355599965868,2.407706999578352
E-005;75003;18 RUE DE LA PERLE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3613255002681757, 48.85979399963352], ""type"": ""Point""}";48.85979399963352,2.3613255002681757
E-043;75011;86 AVENUE DE LA REPUBLIQUE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3799510004280218, 48.86408700017111], ""type"": ""Point""}";48.86408700017111,2.3799510004280218
E-096;75016;101 AVENUE MOZART;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.2678335005432526, 48.85157700007367], ""type"": ""Point""}";48.85157700007367,2.2678335005432526
E-091;75016;31 AVENUE PIERRE 1ER DE SERBIE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.298752999540296, 48.867254999861856], ""type"": ""Point""}";48.867254999861856,2.298752999540296
U-019;75010;10 RUE GUY PATIN;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3513534999352124, 48.88342799976053], ""type"": ""Point""}";48.88342799976053,2.3513534999352124
V-002;75002;4 RUE DE PALESTRO;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;1;"{""coordinates"": [2.3512679999189854, 48.864771000196015], ""type"": ""Point""}";48.864771000196015,2.3512679999189854
15-T033;75010;20 RUE BEAUREPAIRE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3640389993311652, 48.87053100040011], ""type"": ""Point""}";48.87053100040011,2.3640389993311652
15-T043;75011;82 AVENUE DE LA REPUBLIQUE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3793615006485647, 48.864203999624124], ""type"": ""Point""}";48.864203999624124,2.3793615006485647
15-T100;75020;57 BOULEVARD DE MENILMONTANT;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3875965004822066, 48.86195399956386], ""type"": ""Point""}";48.86195399956386,2.3875965004822066
18-T029;75011;76 RUE DU CHEMIN VERT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.378987999831711, 48.8603519996689], ""type"": ""Point""}";48.8603519996689,2.378987999831711
18-T057;75014;97 AVENUE DU GENERAL LECLERC;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3266619998283486, 48.82614300043578], ""type"": ""Point""}";48.82614300043578,2.3266619998283486
18-T082;75016;67 RUE DES VIGNES;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.274129000572318, 48.85667099962438], ""type"": ""Point""}";48.85667099962438,2.274129000572318
18-T092;75017;65 BOULEVARD BERTHIER;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2966245003259034, 48.88653299969537], ""type"": ""Point""}";48.88653299969537,2.2966245003259034
18-T126;75019;125 RUE DE CRIMEE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3816385004701033, 48.88631700003526], ""type"": ""Point""}";48.88631700003526,2.3816385004701033
18-T130;75003;3 RUE PAUL DUBOIS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3610465003512586, 48.865257000358206], ""type"": ""Point""}";48.865257000358206,2.3610465003512586
E-025;75008;31 AVENUE HOCHE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3009850001986067, 48.8760569999337], ""type"": ""Point""}";48.8760569999337,2.3009850001986067
E-075;75014;7 RUE NICOLAS TAUNAY;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.319516000222057, 48.82379400020097], ""type"": ""Point""}";48.82379400020097,2.319516000222057
E-072;75014;101 AVENUE DU GENERAL LECLERC;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3265584994130117, 48.82577399990865], ""type"": ""Point""}";48.82577399990865,2.3265584994130117
E-114;75018;35 RUE VAUVENARGUES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.332192499340661, 48.89444399978496], ""type"": ""Point""}";48.89444399978496,2.332192499340661
E-110;75017;1 RUE DE CHAZELLES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3033835000920218, 48.87951299973887], ""type"": ""Point""}";48.87951299973887,2.3033835000920218
U-005;75003;51 RUE DE BRETAGNE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3611094993798227, 48.86353799956474], ""type"": ""Point""}";48.86353799956474,2.3611094993798227
U-015;75008;9 PLACE SAINT AUGUSTIN;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.318814000056887, 48.875462999797186], ""type"": ""Point""}";48.875462999797186,2.318814000056887
U-028;75013;24 RUE CAILLAUX;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3590440001273483, 48.82233600001861], ""type"": ""Point""}";48.82233600001861,2.3590440001273483
U-030;75013;15 BIS RUE DE TOLBIAC;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3748345003339635, 48.829392000163665], ""type"": ""Point""}";48.829392000163665,2.3748345003339635
U-034;75015;19 RUE EMILE DUCLAUX;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3091435000369307, 48.84204599984753], ""type"": ""Point""}";48.84204599984753,2.3091435000369307
15-T068;75014;175 RUE VERCINGETORIX;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.310079500669158, 48.83173200017883], ""type"": ""Point""}";48.83173200017883,2.310079500669158
15-T072;75015;98 RUE BALARD;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2783769993824676, 48.83765400025039], ""type"": ""Point""}";48.83765400025039,2.2783769993824676
15-T080;75016;85 BOULEVARD FLANDRIN;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2755104999384534, 48.870531000191946], ""type"": ""Point""}";48.870531000191946,2.2755104999384534
15-T099;75020;2 RUE DE LA BIDASSOA;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3954174997565665, 48.8651759996852], ""type"": ""Point""}";48.8651759996852,2.3954174997565665
18-T012;75005;10 RUE D ARBALETE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.348703000330918, 48.84039000020711], ""type"": ""Point""}";48.84039000020711,2.348703000330918
18-T046;75013;91 RUE JEANNE D ARC;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.364097500152691, 48.83281199997888], ""type"": ""Point""}";48.83281199997888,2.364097500152691
18-T066;75015;243 RUE DE LA CROIX NIVERT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2900949993486894, 48.83418000040735], ""type"": ""Point""}";48.83418000040735,2.2900949993486894
18-T086;75016;20 RUE JEAN DE LA FONTAINE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.274263999413767, 48.852143999792595], ""type"": ""Point""}";48.852143999792595,2.274263999413767
18-T112;75018;6 PLACE CONSTANTIN PECQUEUR;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.338433999434617, 48.88930500026563], ""type"": ""Point""}";48.88930500026563,2.338433999434617
18-T116;75018;26 RUE HERMEL;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.344936500391056, 48.89210399959322], ""type"": ""Point""}";48.89210399959322,2.344936500391056
18-T133;75020;142 RUE DE MENILMONTANT;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.397028500307502, 48.87012599991489], ""type"": ""Point""}";48.87012599991489,2.397028500307502
E-022;75007;42 RUE DU BAC;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.326945499587513, 48.85678799967473], ""type"": ""Point""}";48.85678799967473,2.326945499587513
E-049;75012;50 BOULEVARD DE LA BASTILLE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3694435003948633, 48.85157700032797], ""type"": ""Point""}";48.85157700032797,2.3694435003948633
E-056;75012;48 AVENUE DE SAINT MANDE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.4016365005276232, 48.844835999826415], ""type"": ""Point""}";48.844835999826415,2.4016365005276232
E-063;75013;50 BOULEVARD AUGUSTE BLANQUI;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3497784998786146, 48.829932000309654], ""type"": ""Point""}";48.829932000309654,2.3497784998786146
E-068;75013;5 RUE FRANCOISE DOLTO;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3825790003240876, 48.82922099966125], ""type"": ""Point""}";48.82922099966125,2.3825790003240876
E-074;75014;29 AVENUE DE LA SIBELLE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.338384499434996, 48.8249459997359], ""type"": ""Point""}";48.8249459997359,2.338384499434996
E-109;75017;25 RUE DE GALVANI;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.289779999354593, 48.88400400034516], ""type"": ""Point""}";48.88400400034516,2.289779999354593
E-113;75017;108 RUE JOUFFROY D ABBANS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3019300006571806, 48.882375000434706], ""type"": ""Point""}";48.882375000434706,2.3019300006571806
E-116;75018;45 RUE CUSTINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3443154994746718, 48.889314000121495], ""type"": ""Point""}";48.889314000121495,2.3443154994746718
E-122;75018;47 RUE DE L EVANGILE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3668020002576857, 48.89467799986831], ""type"": ""Point""}";48.89467799986831,2.3668020002576857
U-014;75008;4 RUE DE CONSTANTINOPLE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3214014997537267, 48.87973800019306], ""type"": ""Point""}";48.87973800019306,2.3214014997537267
U-012;75007;15 AVENUE EMILE DESCHANEL;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3022495004291508, 48.855654000167945], ""type"": ""Point""}";48.855654000167945,2.3022495004291508
U-018;75009;6 RUE DE LONDRES;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.330198999343372, 48.87687600005591], ""type"": ""Point""}";48.87687600005591,2.330198999343372
U-021;75010;3 AVENUE CLAUDE VELLEFAUX;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3701590003404496, 48.87433799955462], ""type"": ""Point""}";48.87433799955462,2.3701590003404496
U-032;75014;11 RUE RENE COTY;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3339339998648136, 48.83088600008511], ""type"": ""Point""}";48.83088600008511,2.3339339998648136
U-041;75017;97 BOULEVARD BERTHIER;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.294212500146309, 48.885669000406935], ""type"": ""Point""}";48.885669000406935,2.294212500146309
15-T029;75009;9 RUE DE LA CHAUSSEE D ANTIN;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.333457000093222, 48.87234000038419], ""type"": ""Point""}";48.87234000038419,2.333457000093222
15-T055;75012;172 BOULEVARD DIDEROT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3940000003843234, 48.84801300040585], ""type"": ""Point""}";48.84801300040585,2.3940000003843234
15-T079;75016;27 AVENUE GEORGES MANDEL;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.28361950058247, 48.8631600001244], ""type"": ""Point""}";48.8631600001244,2.28361950058247
15-T098;75020;37 RUE JULIEN LACROIX;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.38501350019159, 48.8697209996699], ""type"": ""Point""}";48.8697209996699,2.38501350019159
15-T106;75020;2 RUE DU JOURDAIN;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3896665001248754, 48.87401399997565], ""type"": ""Point""}";48.87401399997565,2.3896665001248754
18-T090;75016;73 BIS BOULEVARD EXELMANS;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2598370005278756, 48.84300900013608], ""type"": ""Point""}";48.84300900013608,2.2598370005278756
18-T132;75019;21 AVENUE CORENTIN CARIOU;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.384239500419609, 48.89675700019834], ""type"": ""Point""}";48.89675700019834,2.384239500419609
18-T137;75020;81 RUE ALEXANDRE DUMAS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.39833350006268, 48.85505999987658], ""type"": ""Point""}";48.85505999987658,2.39833350006268
E-001;75001;3 RUE DES HALLES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.347096499551334, 48.85914600002316], ""type"": ""Point""}";48.85914600002316,2.347096499551334
E-015;75006;58 RUE SAINT PLACIDE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.32628849958206, 48.84738299965579], ""type"": ""Point""}";48.84738299965579,2.32628849958206
E-050;75012;4 RUE CHARLES BOSSUT;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3836365001822886, 48.843035999692695], ""type"": ""Point""}";48.843035999692695,2.3836365001822886
E-061;75013;42 RUE CHARLES MOUREU;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.361239999747278, 48.82867199990739], ""type"": ""Point""}";48.82867199990739,2.361239999747278
E-069;75014;8 PLACE DU 25 AOUT 1944;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3248350005814165, 48.822426000189466], ""type"": ""Point""}";48.822426000189466,2.3248350005814165
E-140;75020;2 RUE MAURICE BERTHEAUX;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.40961050049311, 48.867830999712695], ""type"": ""Point""}";48.867830999712695,2.40961050049311
U-043;75018;40 RUE DU POTEAU;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.341273499969862, 48.89452499984203], ""type"": ""Point""}";48.89452499984203,2.341273499969862
15-T034;75010;10 RUE GUY PATIN;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3513534999352124, 48.88342799976053], ""type"": ""Point""}";48.88342799976053,2.3513534999352124
15-T045;75011;16 RUE BREGUET;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3727105004016518, 48.85705799982642], ""type"": ""Point""}";48.85705799982642,2.3727105004016518
15-T081;75016;2 AVENUE MOZART;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2738139998250264, 48.85792199983744], ""type"": ""Point""}";48.85792199983744,2.2738139998250264
15-T104;75020;9 AVENUE GAMBETTA;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3895720001298786, 48.86352000033274], ""type"": ""Point""}";48.86352000033274,2.3895720001298786
15-T105;75020;24 BIS RUE DE LA PLAINE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.401470000568739, 48.849911999810416], ""type"": ""Point""}";48.849911999810416,2.401470000568739
18-T002;75003;62 RUE DE TURENNE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.364641999567345, 48.85928999977359], ""type"": ""Point""}";48.85928999977359,2.364641999567345
18-T045;75013;4 RUE NEUVE TOLBIAC;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3792444996228834, 48.83216400017515], ""type"": ""Point""}";48.83216400017515,2.3792444996228834
18-T064;75015;101 RUE BALARD;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2787595004393473, 48.83723999963234], ""type"": ""Point""}";48.83723999963234,2.2787595004393473
18-T065;75015;73 RUE DE LA CONVENTION;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.2846590002990457, 48.842694000371814], ""type"": ""Point""}";48.842694000371814,2.2846590002990457
18-T075;75004;21 QUAI AUX FLEURS;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3507820000991804, 48.85471799955533], ""type"": ""Point""}";48.85471799955533,2.3507820000991804
18-T094;75017;31 RUE DES BATIGNOLLES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.320861500629825, 48.884868000443035], ""type"": ""Point""}";48.884868000443035,2.320861500629825
